time,tick,state,pos_x,pos_y,theta,target_x,target_y,dist_to_target,v,omega,fl,fr,min_lidar
1.920,120,DRIVE,-11.198,-7.128,0.001,-9.380,-1.790,5.639,0.400,0.013,2.000,2.000,0.738
2.000,125,DRIVE,-11.166,-7.128,0.002,-9.380,-1.790,5.628,0.400,0.013,2.000,2.000,0.750
2.080,130,DRIVE,-11.134,-7.128,0.003,-9.380,-1.790,5.618,0.400,0.010,2.000,2.000,0.752
2.160,135,DRIVE,-11.102,-7.127,0.004,-9.380,-1.790,5.608,0.400,0.010,2.000,2.000,0.750
2.240,140,DRIVE,-11.070,-7.127,0.004,-9.380,-1.790,5.599,0.400,0.010,2.000,2.000,0.754
2.320,145,DRIVE,-11.038,-7.127,0.005,-9.380,-1.790,5.589,0.400,0.010,2.000,2.000,0.754
2.400,150,DRIVE,-11.006,-7.127,0.006,-9.380,-1.790,5.579,0.400,0.010,2.000,2.000,0.760
2.480,155,DRIVE,-10.975,-7.127,0.006,-9.380,-1.790,5.570,0.400,0.010,2.000,2.000,0.758
2.560,160,DRIVE,-10.943,-7.127,0.007,-9.380,-1.790,5.561,0.400,0.006,2.000,2.000,0.759
2.640,165,DRIVE,-10.911,-7.126,0.008,-9.380,-1.790,5.551,0.400,0.006,2.000,2.000,0.760
2.720,170,DRIVE,-10.879,-7.126,0.008,-9.380,-1.790,5.543,0.400,0.006,2.000,2.000,0.764
2.800,175,DRIVE,-10.847,-7.126,0.008,-9.380,-1.790,5.534,0.400,0.006,2.000,2.000,0.772
2.880,180,DRIVE,-10.815,-7.126,0.009,-9.380,-1.790,5.525,0.400,0.006,2.000,2.000,0.770
2.960,185,DRIVE,-10.783,-7.125,0.009,-9.380,-1.790,5.517,0.400,0.006,2.000,2.000,0.750
3.040,190,DRIVE,-10.751,-7.125,0.010,-9.380,-1.790,5.508,0.400,0.003,2.000,2.000,0.726
3.120,195,DRIVE,-10.719,-7.125,0.010,-9.380,-1.790,5.500,0.400,0.003,2.000,2.000,0.688
3.200,200,DRIVE,-10.687,-7.124,0.010,-9.380,-1.790,5.492,0.400,0.003,2.000,2.000,0.648
3.280,205,DRIVE,-10.655,-7.124,0.010,-9.380,-1.790,5.484,0.400,0.003,2.000,2.000,0.616
3.360,210,DRIVE,-10.623,-7.124,0.010,-9.380,-1.790,5.477,0.400,0.003,2.000,2.000,0.591
3.440,215,DRIVE,-10.591,-7.123,0.011,-9.380,-1.790,5.469,0.400,0.003,2.000,2.000,0.557
3.520,220,DRIVE,-10.559,-7.123,0.011,-9.380,-1.790,5.462,0.400,0.000,2.000,2.000,0.528
3.600,225,DRIVE,-10.528,-7.123,0.011,-9.380,-1.790,5.455,0.400,0.001,2.000,2.000,0.500
3.680,230,DRIVE,-10.496,-7.122,0.011,-9.380,-1.790,5.448,0.400,0.001,2.000,2.000,0.467
3.760,235,DRIVE,-10.464,-7.122,0.011,-9.380,-1.790,5.441,0.400,0.001,2.000,2.000,0.440
3.840,240,DRIVE,-10.432,-7.122,0.011,-9.380,-1.790,5.434,0.400,0.001,2.000,2.000,0.410
3.920,245,DRIVE,-10.400,-7.121,0.011,-9.380,-1.790,5.428,0.400,0.001,2.000,2.000,0.386
4.000,250,DRIVE,-10.368,-7.121,0.011,-9.380,-1.790,5.422,0.400,-0.000,2.000,2.000,0.365
4.080,255,DRIVE,-10.336,-7.121,0.011,-9.380,-1.790,5.416,0.400,-0.000,2.000,2.000,0.339
4.160,260,DRIVE,-10.304,-7.120,0.011,-9.380,-1.790,5.410,0.400,-0.000,2.000,2.000,0.339
4.240,265,DRIVE,-10.272,-7.120,0.011,-9.380,-1.790,5.404,0.400,-0.000,2.000,2.000,0.316
4.320,270,DRIVE,-10.240,-7.120,0.011,-9.380,-1.790,5.399,0.400,-0.000,2.000,2.000,0.298
4.400,275,DRIVE,-10.208,-7.119,0.011,-9.380,-1.790,5.393,0.400,-0.000,2.000,2.000,0.285
4.480,280,DRIVE,-10.176,-7.119,0.011,-9.380,-1.790,5.388,0.400,-0.001,2.000,2.000,0.280
4.560,285,DRIVE,-10.144,-7.119,0.011,-9.380,-1.790,5.383,0.400,-0.001,2.000,2.000,0.270
4.640,290,DRIVE,-10.112,-7.118,0.011,-9.380,-1.790,5.378,0.400,-0.001,2.000,2.000,0.264
4.720,295,DRIVE,-10.081,-7.118,0.011,-9.380,-1.790,5.374,0.400,-0.001,2.000,2.000,0.262
4.800,300,DRIVE,-10.049,-7.117,0.011,-9.380,-1.790,5.369,0.400,-0.001,2.000,2.000,0.264
4.880,305,DRIVE,-10.017,-7.117,0.010,-9.380,-1.790,5.365,0.400,-0.001,2.000,2.000,0.262
4.960,310,DRIVE,-9.985,-7.117,0.010,-9.380,-1.790,5.361,0.400,-0.001,2.000,2.000,0.270
5.040,315,DRIVE,-9.953,-7.117,0.010,-9.380,-1.790,5.357,0.400,-0.001,2.000,2.000,0.263
5.120,320,DRIVE,-9.921,-7.116,0.010,-9.380,-1.790,5.354,0.400,-0.001,2.000,2.000,0.256
5.200,325,DRIVE,-9.889,-7.116,0.010,-9.380,-1.790,5.350,0.400,-0.001,2.000,2.000,0.269
5.280,330,DRIVE,-9.857,-7.116,0.010,-9.380,-1.790,5.347,0.400,-0.001,2.000,2.000,0.283
5.360,335,DRIVE,-9.825,-7.115,0.010,-9.380,-1.790,5.344,0.400,-0.001,2.000,2.000,0.295
5.440,340,DRIVE,-9.793,-7.115,0.010,-9.380,-1.790,5.341,0.400,-0.000,2.000,2.000,0.316
5.520,345,DRIVE,-9.761,-7.115,0.010,-9.380,-1.790,5.338,0.400,-0.000,2.000,2.000,0.332
5.600,350,DRIVE,-9.729,-7.114,0.010,-9.380,-1.790,5.336,0.400,-0.000,2.000,2.000,0.351
5.680,355,DRIVE,-9.697,-7.114,0.010,-9.380,-1.790,5.333,0.400,-0.000,2.000,2.000,0.383
5.760,360,DRIVE,-9.665,-7.114,0.010,-9.380,-1.790,5.331,0.400,-0.000,2.000,2.000,0.407
5.840,365,DRIVE,-9.634,-7.113,0.010,-9.380,-1.790,5.329,0.400,-0.000,2.000,2.000,0.409
5.920,370,DRIVE,-9.602,-7.113,0.010,-9.380,-1.790,5.328,0.400,-0.000,2.000,2.000,0.409
6.000,375,DRIVE,-9.570,-7.113,0.010,-9.380,-1.790,5.326,0.400,-0.000,2.000,2.000,0.407
6.080,380,DRIVE,-9.538,-7.112,0.010,-9.380,-1.790,5.325,0.400,-0.000,2.000,2.000,0.410
6.160,385,DRIVE,-9.506,-7.112,0.010,-9.380,-1.790,5.323,0.400,-0.000,2.000,2.000,0.408
6.240,390,DRIVE,-9.474,-7.112,0.010,-9.380,-1.790,5.323,0.400,-0.000,2.000,2.000,0.407
6.320,395,DRIVE,-9.442,-7.111,0.010,-9.380,-1.790,5.322,0.400,-0.000,2.000,2.000,0.407
6.400,400,DRIVE,-9.410,-7.111,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.409
6.480,405,DRIVE,-9.378,-7.111,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.405
6.560,410,DRIVE,-9.346,-7.110,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.409
6.640,415,DRIVE,-9.314,-7.110,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.404
6.720,420,DRIVE,-9.282,-7.110,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.405
6.800,425,DRIVE,-9.250,-7.109,0.010,-9.380,-1.790,5.321,0.400,-0.000,2.000,2.000,0.405
6.880,430,DRIVE,-9.218,-7.109,0.010,-9.380,-1.790,5.322,0.400,-0.000,2.000,2.000,0.403
6.960,435,DRIVE,-9.187,-7.109,0.010,-9.380,-1.790,5.322,0.400,0.000,2.000,2.000,0.410
7.040,440,DRIVE,-9.155,-7.109,0.010,-9.380,-1.790,5.323,0.400,0.000,2.000,2.000,0.403
7.120,445,DRIVE,-9.123,-7.108,0.010,-9.380,-1.790,5.324,0.400,0.000,2.000,2.000,0.402
7.200,450,DRIVE,-9.091,-7.108,0.010,-9.380,-1.790,5.326,0.400,0.000,2.000,2.000,0.402
7.280,455,DRIVE,-9.059,-7.108,0.010,-9.380,-1.790,5.327,0.400,0.000,2.000,2.000,0.403
7.360,460,DRIVE,-9.027,-7.107,0.010,-9.380,-1.790,5.329,0.400,0.000,2.000,2.000,0.403
7.440,465,DRIVE,-8.995,-7.107,0.010,-9.380,-1.790,5.331,0.400,0.000,2.000,2.000,0.401
7.520,470,DRIVE,-8.963,-7.107,0.010,-9.380,-1.790,5.333,0.400,0.000,2.000,2.000,0.401
7.600,475,DRIVE,-8.931,-7.106,0.010,-9.380,-1.790,5.335,0.400,0.000,2.000,2.000,0.401
7.680,480,DRIVE,-8.899,-7.106,0.010,-9.380,-1.790,5.338,0.400,0.000,2.000,2.000,0.397
7.760,485,DRIVE,-8.867,-7.106,0.010,-9.380,-1.790,5.340,0.400,0.000,2.000,2.000,0.400
7.840,490,DRIVE,-8.835,-7.105,0.010,-9.380,-1.790,5.343,0.400,0.000,2.000,2.000,0.401
7.920,495,DRIVE,-8.803,-7.105,0.010,-9.380,-1.790,5.346,0.400,0.000,2.000,2.000,0.401
8.000,500,DRIVE,-8.771,-7.105,0.010,-9.380,-1.790,5.349,0.400,0.000,2.000,2.000,0.399
8.080,505,DRIVE,-8.740,-7.104,0.010,-9.380,-1.790,5.353,0.400,0.000,2.000,2.000,0.400
8.160,510,DRIVE,-8.708,-7.104,0.010,-9.380,-1.790,5.357,0.400,0.000,2.000,2.000,0.399
8.240,515,DRIVE,-8.676,-7.104,0.010,-9.380,-1.790,5.360,0.400,0.000,2.000,2.000,0.399
8.320,520,DRIVE,-8.644,-7.103,0.010,-9.380,-1.790,5.364,0.400,0.000,2.000,2.000,0.397
8.400,525,DRIVE,-8.612,-7.103,0.010,-9.380,-1.790,5.368,0.400,0.000,2.000,2.000,0.397
8.480,530,DRIVE,-8.580,-7.103,0.010,-9.380,-1.790,5.373,0.400,0.000,2.000,2.000,0.397
8.560,535,DRIVE,-8.548,-7.103,0.010,-9.380,-1.790,5.377,0.400,0.000,2.000,2.000,0.400
8.640,540,DRIVE,-8.516,-7.102,0.010,-9.380,-1.790,5.382,0.400,0.000,2.000,2.000,0.398
8.720,545,DRIVE,-8.484,-7.102,0.010,-9.380,-1.790,5.387,0.400,0.000,2.000,2.000,0.394
8.800,550,DRIVE,-8.452,-7.102,0.010,-9.380,-1.790,5.392,0.400,0.000,2.000,2.000,0.394
8.880,555,DRIVE,-8.420,-7.101,0.010,-9.380,-1.790,5.397,0.400,0.000,2.000,2.000,0.395
8.960,560,DRIVE,-8.388,-7.101,0.010,-9.380,-1.790,5.403,0.400,0.000,2.000,2.000,0.400
9.040,565,DRIVE,-8.356,-7.101,0.010,-9.380,-1.790,5.408,0.400,0.000,2.000,2.000,0.396
9.120,570,DRIVE,-8.324,-7.100,0.010,-9.380,-1.790,5.414,0.400,0.000,2.000,2.000,0.387
9.200,575,DRIVE,-8.292,-7.100,0.010,-9.380,-1.790,5.420,0.400,0.000,2.000,2.000,0.393
9.280,580,DRIVE,-8.261,-7.100,0.010,-9.380,-1.790,5.426,0.400,0.000,2.000,2.000,0.395
9.360,585,DRIVE,-8.229,-7.099,0.010,-9.380,-1.790,5.433,0.400,0.000,2.000,2.000,0.396
9.440,590,DRIVE,-8.197,-7.099,0.010,-9.380,-1.790,5.439,0.400,0.000,2.000,2.000,0.394
9.520,595,DRIVE,-8.165,-7.099,0.010,-9.380,-1.790,5.446,0.400,0.000,2.000,2.000,0.393
9.600,600,DRIVE,-8.133,-7.098,0.010,-9.380,-1.790,5.453,0.400,0.000,2.000,2.000,0.391
9.680,605,DRIVE,-8.101,-7.098,0.010,-9.380,-1.790,5.460,0.400,0.000,2.000,2.000,0.391
9.760,610,DRIVE,-8.069,-7.098,0.010,-9.380,-1.790,5.467,0.400,0.000,2.000,2.000,0.392
9.840,615,DRIVE,-8.037,-7.097,0.010,-9.380,-1.790,5.475,0.400,-0.000,2.000,2.000,0.391
9.920,620,DRIVE,-8.005,-7.097,0.010,-9.380,-1.790,5.482,0.400,-0.000,2.000,2.000,0.389
10.000,625,DRIVE,-7.973,-7.097,0.010,-9.380,-1.790,5.490,0.400,-0.000,2.000,2.000,0.390
10.080,630,DRIVE,-7.941,-7.097,0.010,-9.380,-1.790,5.498,0.400,-0.000,2.000,2.000,0.391
10.160,635,DRIVE,-7.909,-7.096,0.010,-9.380,-1.790,5.506,0.400,-0.000,2.000,2.000,0.391
10.240,640,DRIVE,-7.877,-7.096,0.010,-9.380,-1.790,5.515,0.400,-0.000,2.000,2.000,0.390
10.320,645,DRIVE,-7.845,-7.096,0.010,-9.380,-1.790,5.523,0.400,-0.000,2.000,2.000,0.391
10.400,650,DRIVE,-7.814,-7.095,0.010,-9.380,-1.790,5.532,0.400,-0.000,2.000,2.000,0.389
10.480,655,DRIVE,-7.782,-7.095,0.010,-9.380,-1.790,5.541,0.400,-0.000,2.000,2.000,0.390
10.560,660,DRIVE,-7.750,-7.095,0.010,-9.380,-1.790,5.550,0.400,-0.000,2.000,2.000,0.390
10.640,665,DRIVE,-7.718,-7.094,0.010,-9.380,-1.790,5.559,0.400,-0.000,2.000,2.000,0.390
10.720,670,DRIVE,-7.686,-7.094,0.010,-9.380,-1.790,5.568,0.400,-0.000,2.000,2.000,0.388
10.800,675,DRIVE,-7.654,-7.094,0.010,-9.380,-1.790,5.578,0.400,-0.000,2.000,2.000,0.388
10.880,680,DRIVE,-7.622,-7.093,0.010,-9.380,-1.790,5.587,0.400,-0.000,2.000,2.000,0.386
10.960,685,DRIVE,-7.590,-7.093,0.010,-9.380,-1.790,5.597,0.400,-0.000,2.000,2.000,0.390
11.040,690,DRIVE,-7.558,-7.093,0.010,-9.380,-1.790,5.607,0.400,-0.000,2.000,2.000,0.386
11.120,695,DRIVE,-7.526,-7.092,0.010,-9.380,-1.790,5.617,0.400,-0.000,2.000,2.000,0.385
11.200,700,DRIVE,-7.494,-7.092,0.010,-9.380,-1.790,5.627,0.400,-0.000,2.000,2.000,0.385
11.280,705,DRIVE,-7.462,-7.092,0.010,-9.380,-1.790,5.638,0.400,-0.000,2.000,2.000,0.385
11.360,710,DRIVE,-7.430,-7.091,0.010,-9.380,-1.790,5.649,0.400,-0.000,2.000,2.000,0.390
11.440,715,DRIVE,-7.398,-7.091,0.010,-9.380,-1.790,5.659,0.400,-0.000,2.000,2.000,0.384
11.520,720,DRIVE,-7.367,-7.091,0.010,-9.380,-1.790,5.670,0.400,-0.000,2.000,2.000,0.385
11.600,725,DRIVE,-7.335,-7.091,0.010,-9.380,-1.790,5.681,0.400,-0.000,2.000,2.000,0.383
11.680,730,DRIVE,-7.303,-7.090,0.010,-9.380,-1.790,5.693,0.400,-0.000,2.000,2.000,0.383
11.760,735,DRIVE,-7.271,-7.090,0.010,-9.380,-1.790,5.704,0.400,-0.000,2.000,2.000,0.383
11.840,740,DRIVE,-7.239,-7.090,0.010,-9.380,-1.790,5.716,0.400,-0.000,2.000,2.000,0.376
11.920,745,DRIVE,-7.207,-7.089,0.010,-9.380,-1.790,5.728,0.400,-0.000,2.000,2.000,0.381
12.000,750,DRIVE,-7.175,-7.089,0.010,-9.380,-1.790,5.739,0.400,-0.000,2.000,2.000,0.383
12.080,755,DRIVE,-7.143,-7.089,0.010,-9.380,-1.790,5.751,0.400,-0.000,2.000,2.000,0.387
12.160,760,DRIVE,-7.111,-7.088,0.010,-9.380,-1.790,5.764,0.400,-0.000,2.000,2.000,0.390
12.240,765,DRIVE,-7.079,-7.088,0.010,-9.380,-1.790,5.776,0.400,-0.000,2.000,2.000,0.401
12.320,770,DRIVE,-7.047,-7.087,0.032,-9.380,-1.790,5.788,0.400,0.537,2.000,2.000,0.409
12.400,775,DRIVE,-7.015,-7.086,0.071,-9.380,-1.790,5.800,0.400,0.544,2.000,2.000,0.413
12.480,780,DRIVE,-6.984,-7.083,0.110,-9.380,-1.790,5.810,0.400,0.553,2.000,2.000,0.413
12.560,785,DRIVE,-6.952,-7.078,0.149,-9.380,-1.790,5.819,0.400,0.564,2.000,2.000,0.439
12.640,790,DRIVE,-6.921,-7.073,0.188,-9.380,-1.790,5.827,0.400,0.579,2.000,2.000,0.453
12.720,795,DRIVE,-6.889,-7.066,0.228,-9.380,-1.790,5.835,0.400,0.601,2.000,2.000,0.470
12.800,800,DRIVE,-6.858,-7.058,0.269,-9.380,-1.790,5.841,0.400,0.614,2.000,2.000,0.489
12.880,805,DRIVE,-6.828,-7.049,0.309,-9.380,-1.790,5.846,0.400,0.631,2.000,2.000,0.499
12.960,810,DRIVE,-6.798,-7.039,0.350,-9.380,-1.790,5.849,0.400,0.650,2.000,2.000,0.520
13.040,815,DRIVE,-6.768,-7.027,0.392,-9.380,-1.790,5.852,0.400,0.674,2.000,2.000,0.540
13.120,820,DRIVE,-6.739,-7.014,0.434,-9.380,-1.790,5.854,0.400,0.704,2.000,2.000,0.560
13.200,825,DRIVE,-6.710,-7.000,0.467,-9.380,-1.790,5.854,0.400,0.492,2.000,2.000,0.581
13.280,830,DRIVE,-6.682,-6.985,0.497,-9.380,-1.790,5.854,0.400,0.509,2.000,2.000,0.590
13.360,835,DRIVE,-6.654,-6.969,0.528,-9.380,-1.790,5.853,0.400,0.529,2.000,2.000,0.619
13.440,840,DRIVE,-6.627,-6.953,0.559,-9.380,-1.790,5.851,0.400,0.552,2.000,2.000,0.632
13.520,845,DRIVE,-6.600,-6.935,0.592,-9.380,-1.790,5.848,0.400,0.580,2.000,2.000,0.651
13.600,850,DRIVE,-6.574,-6.917,0.625,-9.380,-1.790,5.844,0.400,0.613,2.000,2.000,0.671
13.680,855,DRIVE,-6.551,-6.899,0.660,-9.380,-1.790,5.840,0.250,1.361,2.000,2.000,0.694
13.760,860,DRIVE,-6.531,-6.884,0.708,-9.380,-1.790,5.836,0.250,1.420,2.000,2.000,0.712
13.840,865,DRIVE,-6.516,-6.869,0.784,-9.380,-1.790,5.831,0.250,1.421,2.000,2.000,0.719
13.920,870,DRIVE,-6.502,-6.854,0.872,-9.380,-1.790,5.825,0.250,1.388,2.000,2.000,0.742
14.000,875,DRIVE,-6.490,-6.838,0.952,-9.380,-1.790,5.817,0.250,1.365,2.000,2.000,0.744
14.080,880,DRIVE,-6.479,-6.821,1.029,-9.380,-1.790,5.808,0.250,1.343,2.000,2.000,0.755
14.160,885,DRIVE,-6.470,-6.804,1.101,-9.380,-1.790,5.797,0.250,1.109,2.000,2.000,0.765
14.240,890,DRIVE,-6.462,-6.786,1.169,-9.380,-1.790,5.786,0.250,1.092,2.000,2.000,0.772
14.320,895,DRIVE,-6.455,-6.767,1.237,-9.380,-1.790,5.773,0.250,1.071,2.000,2.000,0.776
14.400,900,DRIVE,-6.449,-6.748,1.306,-9.380,-1.790,5.760,0.250,1.047,2.000,2.000,0.776
14.480,905,DRIVE,-6.444,-6.728,1.375,-9.380,-1.790,5.745,0.250,1.017,2.000,2.000,0.782
14.560,910,DRIVE,-6.441,-6.709,1.445,-9.380,-1.790,5.730,0.250,0.983,2.000,2.000,0.790
14.640,915,DRIVE,-6.440,-6.689,1.513,-9.380,-1.790,5.713,0.250,0.944,1.880,2.000,0.791
14.720,920,DRIVE,-6.439,-6.669,1.581,-9.380,-1.790,5.697,0.250,0.899,2.000,2.000,0.793
14.800,925,DRIVE,-6.440,-6.647,1.646,-9.380,-1.790,5.678,0.400,0.860,2.000,2.000,0.798
14.880,930,DRIVE,-6.444,-6.620,1.709,-9.380,-1.790,5.653,0.400,0.850,2.000,2.000,0.799
14.960,935,DRIVE,-6.449,-6.589,1.756,-9.380,-1.790,5.623,0.400,0.558,2.000,2.000,0.797
15.040,940,DRIVE,-6.455,-6.558,1.794,-9.380,-1.790,5.593,0.400,0.569,2.000,2.000,0.793
15.120,945,DRIVE,-6.463,-6.527,1.833,-9.380,-1.790,5.563,0.400,0.582,2.000,1.633,0.786
15.200,950,DRIVE,-6.472,-6.496,1.871,-9.380,-1.790,5.532,0.400,0.598,2.000,1.617,0.773
15.280,955,DRIVE,-6.482,-6.466,1.910,-9.380,-1.790,5.501,0.400,0.617,2.000,2.000,0.755
15.360,960,DRIVE,-6.494,-6.436,1.950,-9.380,-1.790,5.469,0.400,0.640,2.000,2.000,0.724
15.440,965,DRIVE,-6.506,-6.406,1.989,-9.380,-1.790,5.438,0.400,0.326,2.000,2.000,0.706
15.520,970,DRIVE,-6.520,-6.377,2.009,-9.380,-1.790,5.406,0.400,0.336,2.000,2.000,0.680
15.600,975,DRIVE,-6.533,-6.349,2.030,-9.380,-1.790,5.374,0.400,0.348,2.000,2.000,0.662
15.680,980,DRIVE,-6.548,-6.320,2.051,-9.380,-1.790,5.343,0.400,0.361,2.000,2.000,0.636
15.760,985,DRIVE,-6.563,-6.292,2.073,-9.380,-1.790,5.311,0.400,0.376,2.000,2.000,0.614
15.840,990,DRIVE,-6.579,-6.264,2.096,-9.380,-1.790,5.279,0.400,0.394,2.000,2.000,0.598
15.920,995,DRIVE,-6.595,-6.237,2.119,-9.380,-1.790,5.247,0.400,0.152,2.000,2.000,0.580
16.000,1000,DRIVE,-6.612,-6.210,2.129,-9.380,-1.790,5.215,0.400,0.155,2.000,2.000,0.556
16.080,1005,DRIVE,-6.629,-6.183,2.138,-9.380,-1.790,5.183,0.400,0.162,2.000,2.000,0.536
16.160,1010,DRIVE,-6.646,-6.156,2.148,-9.380,-1.790,5.151,0.400,0.169,2.000,2.000,0.524
16.240,1015,DRIVE,-6.664,-6.129,2.158,-9.380,-1.790,5.119,0.400,0.177,2.000,1.637,0.514
16.320,1020,DRIVE,-6.682,-6.103,2.168,-9.380,-1.790,5.087,0.400,0.186,2.000,1.579,0.493
16.400,1025,DRIVE,-6.700,-6.077,2.179,-9.380,-1.790,5.055,0.400,0.197,2.000,1.521,0.471
16.480,1030,DRIVE,-6.718,-6.050,2.182,-9.380,-1.790,5.024,0.400,0.034,2.000,1.487,0.449
16.560,1035,DRIVE,-6.737,-6.024,2.184,-9.380,-1.790,4.992,0.400,0.036,2.000,1.460,0.425
16.640,1040,DRIVE,-6.755,-5.998,2.186,-9.380,-1.790,4.960,0.400,0.037,2.000,1.433,0.405
16.720,1045,DRIVE,-6.774,-5.972,2.188,-9.380,-1.790,4.928,0.400,0.039,2.000,1.406,0.384
16.800,1050,DRIVE,-6.792,-5.946,2.191,-9.380,-1.790,4.896,0.400,0.041,2.000,1.380,0.363
16.880,1055,DRIVE,-6.811,-5.920,2.193,-9.380,-1.790,4.864,0.400,0.044,2.000,1.353,0.341
16.960,1060,DRIVE,-6.829,-5.894,2.193,-9.380,-1.790,4.832,0.400,-0.032,2.000,1.323,0.315
17.040,1065,DRIVE,-6.848,-5.868,2.191,-9.380,-1.790,4.800,0.400,-0.034,2.000,1.291,0.297
17.120,1070,DRIVE,-6.866,-5.842,2.189,-9.380,-1.790,4.769,0.400,-0.035,2.000,1.259,0.282
17.200,1075,DRIVE,-6.885,-5.816,2.187,-9.380,-1.790,4.737,0.400,-0.037,2.000,1.227,0.260
17.280,1080,DRIVE,-6.903,-5.790,2.185,-9.380,-1.790,4.705,0.400,-0.039,2.000,1.194,0.251
17.360,1085,DRIVE,-6.922,-5.764,2.183,-9.380,-1.790,4.673,0.400,-0.041,2.000,1.162,0.236
17.440,1090,DRIVE,-6.940,-5.738,2.180,-9.380,-1.790,4.641,0.400,-0.056,2.000,1.129,0.233
17.520,1095,DRIVE,-6.958,-5.712,2.177,-9.380,-1.790,4.609,0.400,-0.058,2.000,1.095,0.233
17.600,1100,DRIVE,-6.976,-5.685,2.174,-9.380,-1.790,4.577,0.400,-0.061,2.000,1.062,0.245
17.680,1105,DRIVE,-6.994,-5.659,2.170,-9.380,-1.790,4.545,0.400,-0.063,2.000,1.028,0.245
17.760,1110,DRIVE,-7.012,-5.633,2.166,-9.380,-1.790,4.513,0.400,-0.067,2.000,0.995,0.265
17.840,1115,DRIVE,-7.030,-5.606,2.163,-9.380,-1.790,4.482,0.400,-0.070,2.000,0.961,0.279
17.920,1120,DRIVE,-7.048,-5.580,2.159,-9.380,-1.790,4.450,0.400,-0.052,2.000,0.927,0.302
18.000,1125,DRIVE,-7.066,-5.553,2.156,-9.380,-1.790,4.418,0.400,-0.054,2.000,0.894,0.330
18.080,1130,DRIVE,-7.083,-5.526,2.153,-9.380,-1.790,4.386,0.400,-0.056,2.000,0.862,0.350
18.160,1135,DRIVE,-7.101,-5.500,2.149,-9.380,-1.790,4.354,0.400,-0.059,2.000,0.829,0.374
18.240,1140,DRIVE,-7.118,-5.473,2.146,-9.380,-1.790,4.322,0.400,-0.062,2.000,0.796,0.409
18.320,1145,DRIVE,-7.135,-5.446,2.142,-9.380,-1.790,4.290,0.400,-0.065,2.000,0.763,0.440
